ontime, MNN, MPN, duration, channel
-1.00, 76.00, 69.00, 1.00, 0.00
0.00, 77.00, 70.00, 0.75, 0.00
0.75, 76.00, 69.00, 0.25, 0.00
1.00, 57.00, 58.00, 1.00, 1.00
1.00, 62.00, 61.00, 1.00, 1.00
1.00, 65.00, 63.00, 1.00, 1.00
1.00, 74.00, 68.00, 1.00, 0.00
2.00, 57.00, 58.00, 1.00, 1.00
2.00, 62.00, 61.00, 1.00, 1.00
2.00, 65.00, 63.00, 1.00, 1.00
2.00, 77.00, 70.00, 1.00, 0.00
3.00, 77.00, 70.00, 2.00, 0.00
4.00, 57.00, 58.00, 1.00, 1.00
4.00, 60.00, 60.00, 1.00, 1.00
4.00, 65.00, 63.00, 1.00, 1.00
5.00, 57.00, 58.00, 1.00, 1.00
5.00, 60.00, 60.00, 1.00, 1.00
5.00, 64.00, 62.00, 1.00, 1.00
5.00, 76.00, 69.00, 1.00, 0.00
6.00, 74.00, 68.00, 0.17, 0.00
6.17, 76.00, 69.00, 0.17, 0.00
6.33, 74.00, 68.00, 0.17, 0.00
6.50, 73.00, 67.00, 0.50, 0.00
7.00, 52.00, 55.00, 1.00, 1.00
7.00, 56.00, 57.00, 1.00, 1.00
7.00, 62.00, 61.00, 1.00, 1.00
7.00, 74.00, 68.00, 0.50, 0.00
7.50, 75.00, 68.00, 0.50, 0.00
8.00, 52.00, 55.00, 1.00, 1.00
8.00, 56.00, 57.00, 1.00, 1.00
8.00, 62.00, 61.00, 1.00, 1.00
8.00, 76.00, 69.00, 0.50, 0.00
8.50, 71.00, 66.00, 0.50, 0.00
9.00, 74.00, 68.00, 2.00, 0.00
10.00, 45.00, 51.00, 1.00, 1.00
11.00, 52.00, 55.00, 1.00, 1.00
11.00, 60.00, 60.00, 1.00, 1.00
11.00, 72.00, 67.00, 1.00, 0.00
12.00, 69.00, 65.00, 0.33, 0.00
12.33, 71.00, 66.00, 0.33, 0.00
12.67, 69.00, 65.00, 0.33, 0.00
13.00, 52.00, 55.00, 1.00, 1.00
13.00, 60.00, 60.00, 1.00, 1.00
13.00, 68.00, 64.00, 1.00, 0.00
14.00, 45.00, 51.00, 1.00, 1.00
14.00, 69.00, 65.00, 1.00, 0.00
15.00, 71.00, 66.00, 1.00, 0.00
16.00, 52.00, 55.00, 1.00, 1.00
16.00, 55.00, 57.00, 1.00, 1.00
16.00, 59.00, 59.00, 1.00, 1.00
16.00, 76.00, 69.00, 2.00, 0.00
17.00, 47.00, 52.00, 1.00, 1.00
18.00, 71.00, 66.00, 0.50, 0.00
18.50, 67.00, 64.00, 0.50, 0.00
19.00, 47.00, 52.00, 1.00, 1.00
19.00, 55.00, 57.00, 1.00, 1.00
19.00, 59.00, 59.00, 1.00, 1.00
19.00, 64.00, 62.00, 0.50, 0.00
19.50, 71.00, 66.00, 0.50, 0.00
20.00, 47.00, 52.00, 1.00, 1.00
20.00, 54.00, 56.00, 1.00, 1.00
20.00, 59.00, 59.00, 1.00, 1.00
20.00, 63.00, 61.00, 1.00, 0.00
21.00, 52.00, 55.00, 1.00, 1.00
21.00, 55.00, 57.00, 1.00, 1.00
21.00, 59.00, 59.00, 1.00, 1.00
21.00, 64.00, 62.00, 2.00, 0.00
22.00, 40.00, 48.00, 1.00, 1.00
23.00, 76.00, 69.00, 1.00, 0.00
24.00, 77.00, 70.00, 0.75, 0.00
24.75, 76.00, 69.00, 0.25, 0.00
25.00, 57.00, 58.00, 1.00, 1.00
25.00, 62.00, 61.00, 1.00, 1.00
25.00, 65.00, 63.00, 1.00, 1.00
25.00, 74.00, 68.00, 1.00, 0.00
26.00, 57.00, 58.00, 1.00, 1.00
26.00, 62.00, 61.00, 1.00, 1.00
26.00, 65.00, 63.00, 1.00, 1.00
26.00, 77.00, 70.00, 1.00, 0.00
27.00, 77.00, 70.00, 2.00, 0.00
28.00, 57.00, 58.00, 1.00, 1.00
28.00, 60.00, 60.00, 1.00, 1.00
28.00, 65.00, 63.00, 1.00, 1.00
29.00, 57.00, 58.00, 1.00, 1.00
29.00, 60.00, 60.00, 1.00, 1.00
29.00, 64.00, 62.00, 1.00, 1.00
29.00, 76.00, 69.00, 1.00, 0.00
30.00, 74.00, 68.00, 0.17, 0.00
30.17, 76.00, 69.00, 0.17, 0.00
30.33, 74.00, 68.00, 0.17, 0.00
30.50, 73.00, 67.00, 0.50, 0.00
31.00, 52.00, 55.00, 1.00, 1.00
31.00, 56.00, 57.00, 1.00, 1.00
31.00, 62.00, 61.00, 1.00, 1.00
31.00, 74.00, 68.00, 0.50, 0.00
31.50, 75.00, 68.00, 0.50, 0.00
32.00, 52.00, 55.00, 1.00, 1.00
32.00, 56.00, 57.00, 1.00, 1.00
32.00, 62.00, 61.00, 1.00, 1.00
32.00, 76.00, 69.00, 0.50, 0.00
32.50, 71.00, 66.00, 0.50, 0.00
33.00, 74.00, 68.00, 2.00, 0.00
34.00, 53.00, 56.00, 1.00, 1.00
34.00, 57.00, 58.00, 1.00, 1.00
34.00, 62.00, 61.00, 1.00, 1.00
35.00, 53.00, 56.00, 1.00, 1.00
35.00, 57.00, 58.00, 1.00, 1.00
35.00, 60.00, 60.00, 1.00, 1.00
35.00, 72.00, 67.00, 1.00, 0.00
36.00, 69.00, 65.00, 0.33, 0.00
36.33, 70.00, 66.00, 0.33, 0.00
36.67, 69.00, 65.00, 0.33, 0.00
37.00, 53.00, 56.00, 1.00, 1.00
37.00, 60.00, 60.00, 1.00, 1.00
37.00, 63.00, 62.00, 1.00, 1.00
37.00, 67.00, 64.00, 1.00, 0.00
38.00, 53.00, 56.00, 1.00, 1.00
38.00, 60.00, 60.00, 1.00, 1.00
38.00, 63.00, 62.00, 1.00, 1.00
38.00, 69.00, 65.00, 1.00, 0.00
39.00, 58.00, 59.00, 2.00, 1.00
39.00, 62.00, 61.00, 1.00, 0.00
39.00, 70.00, 66.00, 1.00, 0.00
40.00, 65.00, 63.00, 1.00, 0.00
40.00, 74.00, 68.00, 1.00, 0.00
42.00, 69.00, 65.00, 0.75, 0.00
42.75, 68.00, 64.00, 0.25, 0.00
43.00, 52.00, 55.00, 1.00, 1.00
43.00, 59.00, 59.00, 2.00, 1.00
43.00, 62.00, 61.00, 1.00, 0.00
43.00, 64.00, 62.00, 1.00, 0.00
44.00, 52.00, 55.00, 1.00, 1.00
44.00, 62.00, 61.00, 1.00, 0.00
44.00, 68.00, 64.00, 1.00, 0.00
45.00, 45.00, 51.00, 1.00, 1.00
45.00, 52.00, 55.00, 1.00, 1.00
45.00, 60.00, 60.00, 1.00, 0.00
45.00, 69.00, 65.00, 2.00, 0.00
46.00, 33.00, 44.00, 1.00, 1.00
47.00, 76.00, 69.00, 1.00, 0.00
48.00, 77.00, 70.00, 0.75, 0.00
48.75, 76.00, 69.00, 0.25, 0.00
49.00, 57.00, 58.00, 1.00, 1.00
49.00, 62.00, 61.00, 1.00, 1.00
49.00, 65.00, 63.00, 1.00, 1.00
49.00, 74.00, 68.00, 1.00, 0.00
50.00, 57.00, 58.00, 1.00, 1.00
50.00, 62.00, 61.00, 1.00, 1.00
50.00, 65.00, 63.00, 1.00, 1.00
50.00, 77.00, 70.00, 1.00, 0.00
51.00, 77.00, 70.00, 2.00, 0.00
52.00, 57.00, 58.00, 1.00, 1.00
52.00, 60.00, 60.00, 1.00, 1.00
52.00, 65.00, 63.00, 1.00, 1.00
53.00, 57.00, 58.00, 1.00, 1.00
53.00, 60.00, 60.00, 1.00, 1.00
53.00, 64.00, 62.00, 1.00, 1.00
53.00, 76.00, 69.00, 1.00, 0.00
54.00, 74.00, 68.00, 0.17, 0.00
54.17, 76.00, 69.00, 0.17, 0.00
54.33, 74.00, 68.00, 0.17, 0.00
54.50, 73.00, 67.00, 0.50, 0.00
55.00, 52.00, 55.00, 1.00, 1.00
55.00, 56.00, 57.00, 1.00, 1.00
55.00, 62.00, 61.00, 1.00, 1.00
55.00, 74.00, 68.00, 0.50, 0.00
55.50, 75.00, 68.00, 0.50, 0.00
56.00, 52.00, 55.00, 1.00, 1.00
56.00, 56.00, 57.00, 1.00, 1.00
56.00, 62.00, 61.00, 1.00, 1.00
56.00, 76.00, 69.00, 0.50, 0.00
56.50, 71.00, 66.00, 0.50, 0.00
57.00, 74.00, 68.00, 2.00, 0.00
58.00, 45.00, 51.00, 1.00, 1.00
