ontime, MNN, MPN, duration, channel
0.00, 36.00, 46.00, 4.00, 1.00
0.00, 43.00, 50.00, 4.00, 1.00
0.00, 55.00, 57.00, 4.00, 1.00
4.00, 36.00, 46.00, 1.00, 1.00
4.00, 43.00, 50.00, 1.00, 1.00
4.00, 55.00, 57.00, 1.00, 1.00
5.00, 36.00, 46.00, 1.00, 1.00
5.00, 43.00, 50.00, 1.00, 1.00
5.00, 55.00, 57.00, 1.00, 1.00
6.00, 36.00, 46.00, 4.00, 1.00
6.00, 43.00, 50.00, 4.00, 1.00
6.00, 55.00, 57.00, 4.00, 1.00
10.00, 36.00, 46.00, 1.00, 1.00
10.00, 43.00, 50.00, 1.00, 1.00
10.00, 55.00, 57.00, 1.00, 1.00
11.00, 36.00, 46.00, 1.00, 1.00
11.00, 43.00, 50.00, 1.00, 1.00
11.00, 55.00, 57.00, 1.00, 1.00
12.00, 36.00, 46.00, 4.00, 1.00
12.00, 43.00, 50.00, 4.00, 1.00
12.00, 55.00, 57.00, 3.00, 1.00
12.00, 60.00, 60.00, 0.75, 0.00
12.75, 64.00, 62.00, 0.25, 0.00
13.00, 67.00, 64.00, 1.00, 0.00
14.00, 64.00, 62.00, 1.00, 0.00
14.00, 69.00, 65.00, 1.00, 0.00
15.00, 57.00, 58.00, 1.00, 1.00
15.00, 66.00, 63.00, 0.75, 0.00
15.75, 62.00, 61.00, 0.25, 0.00
16.00, 36.00, 46.00, 1.00, 1.00
16.00, 43.00, 50.00, 1.00, 1.00
16.00, 59.00, 59.00, 1.00, 1.00
16.00, 65.00, 63.00, 1.00, 0.00
17.00, 36.00, 46.00, 1.00, 1.00
17.00, 43.00, 50.00, 1.00, 1.00
17.00, 60.00, 60.00, 1.00, 1.00
17.00, 64.00, 62.00, 1.00, 0.00
18.00, 36.00, 46.00, 4.00, 1.00
18.00, 43.00, 50.00, 4.00, 1.00
18.00, 60.00, 60.00, 1.00, 0.00
18.00, 72.00, 67.00, 0.75, 0.00
18.75, 71.00, 66.00, 0.25, 0.00
19.00, 64.00, 62.00, 1.00, 0.00
19.00, 67.00, 64.00, 1.00, 0.00
20.00, 60.00, 60.00, 1.00, 0.00
20.00, 69.00, 65.00, 1.00, 0.00
21.00, 57.00, 58.00, 1.00, 1.00
21.00, 66.00, 63.00, 0.75, 0.00
21.75, 62.00, 61.00, 0.25, 0.00
22.00, 36.00, 46.00, 1.00, 1.00
22.00, 43.00, 50.00, 1.00, 1.00
22.00, 59.00, 59.00, 1.00, 1.00
22.00, 65.00, 63.00, 1.00, 0.00
23.00, 36.00, 46.00, 1.00, 1.00
23.00, 43.00, 50.00, 1.00, 1.00
23.00, 55.00, 57.00, 1.00, 1.00
23.00, 64.00, 62.00, 0.75, 0.00
23.75, 62.00, 61.00, 0.25, 0.00
24.00, 36.00, 46.00, 4.00, 1.00
24.00, 43.00, 50.00, 4.00, 1.00
24.00, 60.00, 60.00, 0.75, 0.00
24.00, 60.00, 60.00, 1.00, 0.00
24.75, 64.00, 62.00, 0.25, 0.00
25.00, 55.00, 57.00, 1.00, 0.00
25.00, 67.00, 64.00, 1.00, 0.00
26.00, 64.00, 62.00, 1.00, 0.00
26.00, 69.00, 65.00, 1.00, 0.00
27.00, 57.00, 58.00, 1.00, 1.00
27.00, 66.00, 63.00, 0.75, 0.00
27.75, 62.00, 61.00, 0.25, 0.00
28.00, 36.00, 46.00, 1.00, 1.00
28.00, 43.00, 50.00, 1.00, 1.00
28.00, 59.00, 59.00, 1.00, 1.00
28.00, 65.00, 63.00, 1.00, 0.00
29.00, 36.00, 46.00, 1.00, 1.00
29.00, 43.00, 50.00, 1.00, 1.00
29.00, 60.00, 60.00, 1.00, 1.00
29.00, 64.00, 62.00, 1.00, 0.00
30.00, 36.00, 46.00, 4.00, 1.00
30.00, 43.00, 50.00, 4.00, 1.00
30.00, 60.00, 60.00, 1.00, 0.00
30.00, 72.00, 67.00, 0.75, 0.00
30.75, 71.00, 66.00, 0.25, 0.00
31.00, 64.00, 62.00, 1.00, 0.00
31.00, 67.00, 64.00, 1.00, 0.00
32.00, 60.00, 60.00, 1.00, 0.00
32.00, 69.00, 65.00, 1.00, 0.00
33.00, 57.00, 58.00, 1.00, 1.00
33.00, 66.00, 63.00, 0.75, 0.00
33.75, 62.00, 61.00, 0.25, 0.00
34.00, 36.00, 46.00, 1.00, 1.00
34.00, 43.00, 50.00, 1.00, 1.00
34.00, 59.00, 59.00, 1.00, 1.00
34.00, 65.00, 63.00, 1.00, 0.00
35.00, 36.00, 46.00, 1.00, 1.00
35.00, 43.00, 50.00, 1.00, 1.00
35.00, 60.00, 60.00, 1.00, 1.00
35.00, 64.00, 62.00, 0.75, 0.00
35.75, 69.00, 65.00, 0.25, 0.00
36.00, 36.00, 46.00, 4.00, 1.00
36.00, 43.00, 50.00, 4.00, 1.00
36.00, 65.00, 63.00, 3.00, 0.00
36.00, 67.00, 64.00, 4.00, 0.00
36.75, 71.00, 66.00, 0.25, 0.00
37.00, 74.00, 68.00, 1.00, 0.00
38.00, 76.00, 69.00, 1.00, 0.00
39.00, 64.00, 62.00, 1.00, 0.00
39.00, 72.00, 67.00, 0.75, 0.00
39.75, 71.00, 66.00, 0.25, 0.00
40.00, 36.00, 46.00, 1.00, 1.00
40.00, 43.00, 50.00, 1.00, 1.00
