ontime, MNN, MPN, duration, channel
-1.00, 70.00, 66.00, 1.50, 0.00
0.00, 39.00, 48.00, 1.00, 1.00
0.00, 66.00, 64.00, 1.00, 0.00
0.50, 75.00, 69.00, 0.50, 0.00
1.00, 51.00, 55.00, 11.00, 1.00
1.00, 58.00, 59.00, 1.00, 1.00
1.00, 67.00, 64.00, 2.00, 0.00
1.00, 73.00, 68.00, 1.00, 0.00
2.00, 59.00, 60.00, 0.50, 1.00
2.00, 71.00, 67.00, 0.50, 0.00
2.50, 61.00, 61.00, 0.50, 1.00
2.50, 70.00, 66.00, 0.50, 0.00
3.00, 59.00, 60.00, 0.50, 1.00
3.00, 68.00, 65.00, 0.50, 0.00
3.50, 56.00, 58.00, 0.50, 1.00
3.50, 71.00, 67.00, 0.50, 0.00
4.00, 62.00, 61.00, 1.00, 1.00
4.00, 65.00, 63.00, 1.00, 0.00
5.00, 58.00, 59.00, 1.00, 1.00
5.00, 70.00, 66.00, 1.50, 0.00
6.00, 63.00, 62.00, 1.00, 1.00
6.00, 66.00, 64.00, 1.00, 0.00
6.50, 75.00, 69.00, 0.50, 0.00
7.00, 58.00, 59.00, 1.00, 1.00
7.00, 67.00, 64.00, 2.00, 0.00
7.00, 73.00, 68.00, 1.00, 0.00
8.00, 63.00, 62.00, 0.50, 1.00
8.00, 71.00, 67.00, 0.50, 0.00
8.50, 61.00, 61.00, 0.50, 1.00
8.50, 70.00, 66.00, 0.50, 0.00
9.00, 59.00, 60.00, 0.50, 1.00
9.00, 68.00, 65.00, 0.50, 0.00
9.50, 56.00, 58.00, 1.50, 1.00
9.50, 65.00, 63.00, 0.50, 0.00
10.00, 62.00, 61.00, 1.00, 0.00
11.00, 54.00, 57.00, 1.00, 1.00
11.00, 63.00, 62.00, 2.00, 0.00
12.00, 51.00, 55.00, 7.00, 1.00
12.00, 66.00, 64.00, 0.50, 0.00
12.00, 70.00, 66.00, 0.50, 0.00
12.50, 75.00, 69.00, 0.50, 0.00
13.00, 58.00, 59.00, 1.00, 1.00
13.00, 67.00, 64.00, 2.00, 0.00
13.00, 73.00, 68.00, 1.00, 0.00
14.00, 59.00, 60.00, 0.50, 1.00
14.00, 71.00, 67.00, 0.50, 0.00
14.50, 61.00, 61.00, 0.50, 1.00
14.50, 70.00, 66.00, 0.50, 0.00
15.00, 59.00, 60.00, 0.50, 1.00
15.00, 68.00, 65.00, 0.50, 0.00
15.50, 56.00, 58.00, 0.50, 1.00
15.50, 71.00, 67.00, 1.50, 0.00
16.00, 62.00, 61.00, 1.00, 1.00
16.00, 65.00, 63.00, 2.00, 0.00
17.00, 58.00, 59.00, 1.00, 1.00
17.00, 70.00, 66.00, 1.00, 0.00
18.00, 63.00, 62.00, 2.00, 1.00
18.00, 66.00, 64.00, 1.00, 0.00
18.00, 70.00, 66.00, 0.50, 0.00
18.50, 75.00, 69.00, 0.50, 0.00
19.00, 51.00, 55.00, 5.00, 1.00
19.00, 67.00, 64.00, 2.00, 0.00
19.00, 73.00, 68.00, 1.00, 0.00
20.00, 63.00, 62.00, 0.50, 1.00
20.00, 71.00, 67.00, 0.50, 0.00
20.50, 61.00, 61.00, 0.50, 1.00
20.50, 70.00, 66.00, 0.50, 0.00
21.00, 59.00, 60.00, 0.50, 1.00
21.00, 68.00, 65.00, 0.50, 0.00
21.50, 56.00, 58.00, 0.50, 1.00
21.50, 65.00, 63.00, 1.50, 0.00
22.00, 62.00, 61.00, 1.00, 1.00
23.00, 63.00, 62.00, 4.00, 0.00
24.00, 51.00, 55.00, 2.00, 1.00
24.00, 66.00, 64.00, 3.00, 0.00
24.00, 70.00, 66.00, 1.00, 0.00
25.00, 56.00, 58.00, 3.00, 1.00
25.00, 72.00, 67.00, 0.33, 0.00
25.33, 73.00, 68.00, 0.33, 0.00
25.67, 72.00, 67.00, 0.33, 0.00
26.00, 44.00, 51.00, 1.00, 1.00
26.00, 70.00, 66.00, 0.50, 0.00
26.50, 72.00, 67.00, 0.50, 0.00
27.00, 49.00, 54.00, 2.00, 1.00
27.00, 65.00, 63.00, 1.00, 0.00
27.00, 75.00, 69.00, 0.50, 0.00
27.50, 73.00, 68.00, 0.50, 0.00
28.00, 56.00, 58.00, 1.00, 1.00
28.00, 64.00, 63.00, 2.00, 0.00
28.00, 68.00, 65.00, 1.00, 0.00
29.00, 42.00, 50.00, 1.00, 1.00
29.00, 54.00, 57.00, 2.00, 1.00
29.00, 70.00, 66.00, 1.00, 0.00
30.00, 47.00, 53.00, 2.00, 1.00
30.00, 63.00, 62.00, 3.00, 0.00
30.00, 73.00, 68.00, 0.50, 0.00
30.50, 71.00, 67.00, 0.50, 0.00
31.00, 54.00, 57.00, 1.00, 1.00
31.00, 66.00, 64.00, 1.00, 0.00
32.00, 41.00, 49.00, 1.00, 1.00
32.00, 53.00, 56.00, 2.00, 1.00
32.00, 68.00, 65.00, 1.00, 0.00
33.00, 46.00, 52.00, 2.00, 1.00
33.00, 62.00, 61.00, 2.00, 0.00
33.00, 71.00, 67.00, 0.50, 0.00
33.50, 70.00, 66.00, 0.50, 0.00
34.00, 56.00, 58.00, 1.00, 1.00
34.00, 65.00, 63.00, 1.00, 0.00
35.00, 51.00, 55.00, 3.00, 1.00
35.00, 54.00, 57.00, 1.00, 1.00
35.00, 63.00, 62.00, 1.00, 0.00
36.00, 63.00, 62.00, 1.00, 1.00
36.00, 66.00, 64.00, 3.00, 0.00
36.00, 70.00, 66.00, 1.00, 0.00
37.00, 56.00, 58.00, 3.00, 1.00
37.00, 72.00, 67.00, 0.33, 0.00
37.33, 73.00, 68.00, 0.33, 0.00
37.67, 72.00, 67.00, 0.33, 0.00
38.00, 44.00, 51.00, 1.00, 1.00
38.00, 70.00, 66.00, 0.50, 0.00
38.50, 72.00, 67.00, 0.50, 0.00
39.00, 49.00, 54.00, 2.00, 1.00
39.00, 61.00, 61.00, 1.00, 1.00
39.00, 65.00, 63.00, 1.00, 0.00
39.00, 75.00, 69.00, 0.50, 0.00
39.75, 73.00, 68.00, 0.25, 0.00
40.00, 54.00, 57.00, 3.00, 1.00
40.00, 64.00, 63.00, 2.00, 0.00
40.00, 68.00, 65.00, 0.50, 0.00
40.50, 70.00, 66.00, 0.50, 0.00
41.00, 42.00, 50.00, 1.00, 1.00
41.00, 68.00, 65.00, 0.50, 0.00
41.50, 70.00, 66.00, 0.50, 0.00
42.00, 47.00, 53.00, 2.00, 1.00
42.00, 59.00, 60.00, 1.00, 1.00
42.00, 63.00, 62.00, 3.00, 0.00
42.00, 73.00, 68.00, 0.50, 0.00
42.50, 71.00, 67.00, 0.50, 0.00
43.00, 53.00, 56.00, 3.00, 1.00
43.00, 66.00, 64.00, 0.50, 0.00
43.50, 68.00, 65.00, 0.50, 0.00
44.00, 41.00, 49.00, 1.00, 1.00
44.00, 66.00, 64.00, 0.50, 0.00
44.50, 68.00, 65.00, 0.50, 0.00
45.00, 46.00, 52.00, 2.00, 1.00
45.00, 62.00, 61.00, 2.00, 0.00
45.00, 71.00, 67.00, 0.50, 0.00
45.75, 70.00, 66.00, 0.25, 0.00
46.00, 56.00, 58.00, 1.00, 1.00
46.00, 65.00, 63.00, 1.00, 0.00
47.00, 51.00, 55.00, 2.00, 1.00
47.00, 54.00, 57.00, 1.00, 1.00
47.00, 63.00, 62.00, 1.00, 0.00
48.00, 58.00, 59.00, 2.00, 1.00
48.00, 66.00, 64.00, 1.00, 0.00
48.00, 70.00, 66.00, 0.50, 0.00
48.50, 75.00, 69.00, 0.50, 0.00
49.00, 51.00, 55.00, 11.00, 1.00
49.00, 67.00, 64.00, 2.00, 0.00
49.00, 73.00, 68.00, 1.00, 0.00
50.00, 59.00, 60.00, 0.50, 1.00
50.00, 71.00, 67.00, 0.50, 0.00
50.50, 61.00, 61.00, 0.50, 1.00
50.50, 70.00, 66.00, 0.50, 0.00
51.00, 59.00, 60.00, 0.50, 1.00
51.00, 68.00, 65.00, 0.50, 0.00
51.50, 56.00, 58.00, 0.50, 1.00
51.50, 71.00, 67.00, 0.50, 0.00
52.00, 62.00, 61.00, 1.00, 1.00
52.00, 65.00, 63.00, 1.00, 0.00
53.00, 58.00, 59.00, 1.00, 1.00
53.00, 70.00, 66.00, 1.50, 0.00
54.00, 63.00, 62.00, 1.00, 1.00
54.00, 66.00, 64.00, 1.00, 0.00
54.50, 75.00, 69.00, 0.50, 0.00
55.00, 58.00, 59.00, 1.00, 1.00
55.00, 67.00, 64.00, 2.00, 0.00
55.00, 73.00, 68.00, 1.00, 0.00
56.00, 63.00, 62.00, 0.50, 1.00
56.00, 71.00, 67.00, 0.50, 0.00
56.50, 61.00, 61.00, 0.50, 1.00
56.50, 70.00, 66.00, 0.50, 0.00
57.00, 59.00, 60.00, 0.50, 1.00
57.00, 68.00, 65.00, 0.50, 0.00
57.50, 56.00, 58.00, 1.50, 1.00
57.50, 65.00, 63.00, 0.50, 0.00
58.00, 62.00, 61.00, 1.00, 0.00
59.00, 54.00, 57.00, 1.00, 1.00
59.00, 63.00, 62.00, 2.00, 0.00
60.00, 51.00, 55.00, 7.00, 1.00
60.00, 66.00, 64.00, 0.50, 0.00
60.00, 70.00, 66.00, 0.50, 0.00
60.50, 75.00, 69.00, 0.50, 0.00
61.00, 58.00, 59.00, 1.00, 1.00
61.00, 67.00, 64.00, 2.00, 0.00
61.00, 73.00, 68.00, 1.00, 0.00
62.00, 59.00, 60.00, 0.50, 1.00
62.00, 71.00, 67.00, 0.50, 0.00
62.50, 61.00, 61.00, 0.50, 1.00
62.50, 70.00, 66.00, 0.50, 0.00
63.00, 59.00, 60.00, 0.50, 1.00
63.00, 68.00, 65.00, 0.50, 0.00
63.50, 56.00, 58.00, 0.50, 1.00
63.50, 71.00, 67.00, 1.50, 0.00
64.00, 62.00, 61.00, 1.00, 1.00
64.00, 65.00, 63.00, 2.00, 0.00
65.00, 58.00, 59.00, 1.00, 1.00
65.00, 70.00, 66.00, 1.00, 0.00
66.00, 63.00, 62.00, 2.00, 1.00
66.00, 66.00, 64.00, 1.00, 0.00
66.50, 75.00, 69.00, 0.50, 0.00
67.00, 51.00, 55.00, 5.00, 1.00
67.00, 67.00, 64.00, 2.00, 0.00
67.00, 73.00, 68.00, 1.00, 0.00
68.00, 63.00, 62.00, 2.00, 1.00
68.00, 71.00, 67.00, 0.50, 0.00
68.50, 61.00, 61.00, 0.50, 1.00
68.50, 70.00, 66.00, 0.50, 0.00
69.00, 59.00, 60.00, 0.50, 1.00
69.00, 68.00, 65.00, 0.50, 0.00
69.50, 56.00, 58.00, 0.50, 1.00
69.50, 65.00, 63.00, 1.50, 0.00
70.00, 62.00, 61.00, 1.00, 1.00
71.00, 63.00, 62.00, 1.00, 0.00
72.00, 51.00, 55.00, 2.00, 1.00
72.00, 63.00, 62.00, 3.00, 0.00
72.00, 66.00, 64.00, 3.00, 0.00
72.00, 70.00, 66.00, 1.00, 0.00
73.00, 56.00, 58.00, 3.00, 1.00
73.00, 72.00, 67.00, 0.33, 0.00
73.33, 73.00, 68.00, 0.33, 0.00
73.67, 72.00, 67.00, 0.33, 0.00
74.00, 44.00, 51.00, 1.00, 1.00
74.00, 70.00, 66.00, 0.50, 0.00
74.50, 72.00, 67.00, 0.50, 0.00
75.00, 49.00, 54.00, 2.00, 1.00
75.00, 65.00, 63.00, 1.00, 0.00
75.00, 75.00, 69.00, 0.50, 0.00
75.50, 73.00, 68.00, 0.50, 0.00
76.00, 56.00, 58.00, 1.00, 1.00
76.00, 64.00, 63.00, 2.00, 0.00
76.00, 68.00, 65.00, 1.00, 0.00
77.00, 42.00, 50.00, 1.00, 1.00
77.00, 54.00, 57.00, 2.00, 1.00
77.00, 70.00, 66.00, 1.00, 0.00
78.00, 47.00, 53.00, 2.00, 1.00
78.00, 63.00, 62.00, 3.00, 0.00
78.00, 73.00, 68.00, 0.50, 0.00
78.50, 71.00, 67.00, 0.50, 0.00
79.00, 54.00, 57.00, 1.00, 1.00
79.00, 66.00, 64.00, 1.00, 0.00
80.00, 41.00, 49.00, 1.00, 1.00
80.00, 53.00, 56.00, 2.00, 1.00
80.00, 68.00, 65.00, 1.00, 0.00
81.00, 46.00, 52.00, 2.00, 1.00
81.00, 62.00, 61.00, 2.00, 0.00
81.00, 71.00, 67.00, 0.50, 0.00
81.50, 70.00, 66.00, 0.50, 0.00
82.00, 56.00, 58.00, 1.00, 1.00
82.00, 65.00, 63.00, 1.00, 0.00
83.00, 51.00, 55.00, 3.00, 1.00
83.00, 54.00, 57.00, 1.00, 1.00
83.00, 63.00, 62.00, 1.00, 0.00
84.00, 63.00, 62.00, 1.00, 1.00
84.00, 66.00, 64.00, 3.00, 0.00
84.00, 70.00, 66.00, 1.00, 0.00
85.00, 56.00, 58.00, 3.00, 1.00
85.00, 72.00, 67.00, 0.33, 0.00
85.33, 73.00, 68.00, 0.33, 0.00
85.67, 72.00, 67.00, 0.33, 0.00
86.00, 44.00, 51.00, 1.00, 1.00
86.00, 70.00, 66.00, 0.50, 0.00
86.50, 72.00, 67.00, 0.50, 0.00
87.00, 49.00, 54.00, 2.00, 1.00
87.00, 61.00, 61.00, 1.00, 1.00
87.00, 65.00, 63.00, 1.00, 0.00
87.00, 75.00, 69.00, 0.50, 0.00
87.75, 73.00, 68.00, 0.25, 0.00
88.00, 54.00, 57.00, 3.00, 1.00
88.00, 64.00, 63.00, 2.00, 0.00
88.00, 68.00, 65.00, 0.50, 0.00
88.50, 70.00, 66.00, 0.50, 0.00
89.00, 42.00, 50.00, 1.00, 1.00
89.00, 68.00, 65.00, 0.50, 0.00
89.50, 70.00, 66.00, 0.50, 0.00
90.00, 47.00, 53.00, 2.00, 1.00
90.00, 59.00, 60.00, 1.00, 1.00
90.00, 63.00, 62.00, 3.00, 0.00
90.00, 73.00, 68.00, 0.50, 0.00
90.50, 71.00, 67.00, 0.50, 0.00
91.00, 53.00, 56.00, 3.00, 1.00
91.00, 66.00, 64.00, 0.50, 0.00
91.50, 68.00, 65.00, 0.50, 0.00
